grade,similarity_percentage,gene_code,virus_name,gene_name,host_name,virus_lineage,host_lineage
-33.0,0.14634146341463414,AFA45033.1,Mycobacterium phage Spartacus,hypothetical protein,Mycolicibacterium smegmatis MC2 155,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Che8virus; Mycobacterium virus Spartacus",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium
-33.0,0.16666666666666666,YP_009145638.1,Pseudomonas phage Pf-10,tail fiber protein,Pseudomonas,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus; unclassified T7virus",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
-30.0,0.13855421686746988,YP_009226220.1,Enterobacter phage E-2,tail fiber protein,Enterobacter cloacae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus; unclassified T7virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex
-30.0,0.1595744680851064,YP_007348899.1,Klebsiella phage KP27,hinge connector of long tail fiber distal connector,Klebsiella pneumoniae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Kp15virus; Klebsiella virus KP27",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella
-32.0,0.1348314606741573,YP_009004261.1,Clavibacter phage CN1A,tail fiber protein,Clavibacter,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Microbacteriaceae
-21.0,0.17,AIX23763.1,Synechococcus phage ACG-2014a,baseplate wedge tail fiber connector,Synechococcus,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae",Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae
-31.0,0.16304347826086957,YP_009324743.1,Salmonella phage 118970_sal3,putative tail fiber assembly protein,Salmonella enterica,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella
-15.0,0.16145833333333334,YP_007111799.1,Enterobacteria phage HK629,tail fiber assembly protein,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Lambdavirus; unclassified Lambdavirus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-71.0,0.0975609756097561,YP_009202876.1,Escherichia phage QL01,chaperone for tail fiber formation,Escherichia,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Js98virus; Escherichia virus QL01",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae
-38.0,0.14035087719298245,YP_009482473.1,Pandoravirus neocaledonia,hypothetical protein,Acanthamoeba sp.,"Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA viruses; Pandoravirus",Eukaryota; Longamoebia; Acanthamoebidae; Acanthamoeba
-35.0,0.15760869565217392,YP_009279551.1,Pseudomonas phage Andromeda,hypothetical protein,Pseudomonas syringae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; unclassified Autographivirinae",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas syringae group; Pseudomonas syringae group genomosp. 1
-40.0,0.15517241379310345,YP_006988318.1,Caulobacter phage CcrColossus,hypothetical protein,Caulobacter,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae
-54.0,0.15469613259668508,YP_008857891.1,Arthrobacter phage vB_ArS-ArV2,tail fiber protein,Arthrobacter sp.,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Micrococcaceae; Arthrobacter
-36.0,0.15384615384615385,AFK13474.1,Yersinia phage YpP-G,tail fiber protein / T7-like tail tubular protein A,Yersinia pestis,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus; unclassified T7virus; Yersinia phage Yepe2",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia pseudotuberculosis complex
-57.0,0.12804878048780488,AIT73487.1,Enterobacteria phage RB6,tail fiber protein,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Escherichia virus RB3",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
6.0,0.18823529411764706,YP_002720060.1,Escherichia virus SSL2009a,putative tail fiber protein,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Hk578virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-30.0,0.2023121387283237,YP_009097869.1,Citrobacter phage Miller,large distal tail fiber subunit,Citrobacter,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Kp15virus; unclassified Kp15virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae
-13.0,0.18562874251497005,AEK09330.1,Mycobacterium virus Lesedi,hypothetical protein,Mycolicibacterium smegmatis MC2 155,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; L5virus",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium
213.0,0.34523809523809523,YP_009202008.1,Clostridium phage phiCD506,putative phage tail fiber protein,Clostridiales,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",Bacteria; Firmicutes; Clostridia
-15.0,0.21164021164021163,YP_008058982.1,Staphylococcus phage StauST398-1,phage tail fiber,Staphylococcus,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phietavirus; unclassified Phietalikevirus",Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae
-41.0,0.17297297297297298,YP_008857255.1,Escherichia phage 4MG,putative tail fiber protein,Escherichia,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Vequintavirinae; Se1virus; Escherichia virus 4MG",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae
-21.0,0.18674698795180722,AGH06988.1,Synechococcus phage S-RIM2 R9_2006,structural protein,Synechococcus,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae; Synechococcus phage S-RIM2",Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae
-18.0,0.18652849740932642,YP_009125743.1,Pseudomonas phage vB_PaeP_PAO1_Ab05,putative tail fiber protein,Pseudomonas aeruginosa,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; Phikmvvirus; unclassified Phikmvvirus",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
-35.0,0.16666666666666666,YP_009124479.1,Pseudomonas phage vB_PaeM_PAO1_Ab03,putative tail fiber protein,Pseudomonas aeruginosa,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Kpp10virus; Pseudomonas virus Ab03",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
-31.0,0.17261904761904762,YP_004009585.1,Acinetobacter phage Ac42,RnlA RNA ligase 1 and tail fiber attachment catalyst,Acinetobacter,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
-22.0,0.18407960199004975,YP_009481407.1,Pandoravirus macleodensis,fascin-like domain protein,Acanthamoeba sp.,"Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA viruses; Pandoravirus",Eukaryota; Longamoebia; Acanthamoebidae; Acanthamoeba
-8.0,0.1907514450867052,YP_009173813.1,Synechococcus virus P60,tail fiber,Synechococcus,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; unassigned Autographivirinae",Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae
-18.0,0.1956521739130435,YP_009203194.1,Yersinia phage vB_YenP_ISAO8,tail fiber protein,Yersinia enterocolitica,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; unclassified Autographivirinae",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia
-30.0,0.19186046511627908,YP_009274423.1,Tsukamurella phage TPA4,hypothetical protein,Tsukamurella,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Tsukamurellaceae
-26.0,0.1977401129943503,YP_007236003.1,Yersinia phage phiR1-RT,phage tail fibers,Yersinia enterocolitica,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tg1virus; Yersinia virus R1RT",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia
-35.0,0.1566265060240964,YP_009036996.1,Bacillus phage CAM003,tail fiber protein,Bacillus thuringiensis,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Bastillevirus; Bacillus virus CAM003",Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group
-2.0,0.16853932584269662,YP_009056087.1,Escherichia phage vB_EcoS_AKS96,tail fiber,Escherichia,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Tunavirinae; Rogue1virus; Escherichia virus AKS96",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae
-28.0,0.2094240837696335,YP_008767073.1,Mycobacterium phage Fredward,structural protein,Mycobacteriaceae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; L5virus; unclassified L5virus",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales
-39.0,0.1711229946524064,YP_002922733.1,Burkholderia virus Bcepil02,putative tail fiber protein,Burkholderia cenocepacia,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Bcep22virus",Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex
-41.0,0.1751412429378531,AKA61665.1,Enterobacter phage E-4,tail fiber protein,Enterobacter cloacae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus; unclassified T7virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex
-32.0,0.16939890710382513,ADJ39971.1,Enterobacteria phage T4T,hinge connector of long tail fiber distal connector,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Escherichia virus T4",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-15.0,0.21164021164021163,YP_009204087.1,Staphylococcus phage B166,tail fiber protein,Staphylococcus aureus,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phietavirus; unclassified Phietalikevirus",Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
-5.0,0.18562874251497005,YP_008409768.1,Mycobacterium phage Trouble,hypothetical protein,Mycobacteriaceae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; L5virus; unclassified L5virus",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales
-23.0,0.20224719101123595,YP_009272837.1,Haloarcula californiae icosahedral virus 1,hypothetical protein,Haloarcula californiae,"Viruses; dsDNA viruses, no RNA stage; Sphaerolipoviridae; Alphasphaerolipovirus; Haloarcula virus HCIV1",Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Haloarculaceae; Haloarcula
-31.0,0.21714285714285714,YP_009202579.1,Mycobacterium phage Phatniss,HTH DNA-binding protein,Mycobacteriaceae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Che8virus; unclassified Che8virus",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales
-24.0,0.18421052631578946,YP_516200.1,Sodalis phage phiSG1,putative phage tail spike protein,Sodalis glossinidius str. 'morsitans',"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; unclassified Podoviridae",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Pectobacteriaceae; Sodalis
3.0,0.1642512077294686,YP_009197296.1,Escherichia phage slur07,"Phage short tail fiber protein gp12, middle domain",Escherichia,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; unclassified T4virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae
-16.0,0.20903954802259886,AIT74879.1,Enterobacteria phage RB33,long tail fiber proximal subunit,Escherichia coli B,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; unclassified T4virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-21.0,0.16463414634146342,YP_006987855.1,Escherichia phage vB_Eco_ACG-M12,putative tail fiber protein,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Tunavirinae; Rtpvirus; Escherichia virus ACGM12",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-15.0,0.21164021164021163,YP_003857091.1,Staphylococcus virus SAP26,tail fiber,Staphylococcus aureus,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phietavirus",Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
-15.0,0.1952662721893491,YP_004508450.1,Synechococcus phage S-CRM01,tail fiber assembly-like protein,Synechococcus,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae
-12.0,0.15976331360946747,YP_007111657.1,Enterobacteria phage mEpX1,central tail fiber J,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Hk97virus; unclassified Hk97virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-34.0,0.18292682926829268,YP_008319319.1,Pandoravirus dulcis,fascin-like domain,Acanthamoeba castellanii,"Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA viruses; Pandoravirus",Eukaryota; Longamoebia; Acanthamoebidae; Acanthamoeba
-44.0,0.15966386554621848,YP_009177306.1,Citrobacter phage Michonne,tail fiber protein,Citrobacter freundii,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Ounavirinae; Mooglevirus; unclassified Mooglevirus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter; Citrobacter freundii complex
-9.0,0.21084337349397592,YP_009211109.1,Mycobacterium phage Enkosi,minor tail protein,Mycobacteriaceae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Tm4virus; unclassified Tm4virus",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales
-18.0,0.19889502762430938,AFA45022.1,Mycobacterium phage Spartacus,tapemeasure protein,Mycolicibacterium smegmatis MC2 155,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Che8virus; Mycobacterium virus Spartacus",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium
-60.0,0.1377245508982036,AGU92316.1,Mycobacterium phage SargentShorty9,tail fiber-like protein,Mycolicibacterium smegmatis MC2 155,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; L5virus; unclassified L5virus",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium
-25.0,0.14634146341463414,YP_004324698.1,Synechococcus phage S-SSM5,baseplate wedge tail fiber connector,Synechococcus,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae
-30.0,0.17365269461077845,YP_009304796.1,Acinetobacter phage vB_AbaM_phiAbaA1,putative tail fiber protein,Acinetobacter,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
-39.0,0.14689265536723164,YP_009329464.1,Cedratvirus A11,TM helix domain unknown function,,"Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA viruses; Pithoviridae",
-25.0,0.19607843137254902,YP_002922865.1,Escherichia phage wV8,putative tail fiber protein GP37,Escherichia coli O157:H7,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Ounavirinae; Felixo1virus; Escherichia virus wV8",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-17.0,0.17575757575757575,YP_355391.1,Burkholderia phage Bcep176,gp56,Burkholderia cepacia,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex
-23.0,0.1890547263681592,YP_009149888.1,Escherichia virus DT57C,L-shaped tail fiber assembly,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; T5virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-25.0,0.18974358974358974,YP_007010617.1,Acinetobacter phage Bphi-B1251,putative tail fiber,Acinetobacter,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
-38.0,0.16477272727272727,YP_009008163.1,Synechococcus phage ACG-2014h,short tail fiber protein,Synechococcus,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae",Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae
-27.0,0.17010309278350516,YP_008319527.1,Pandoravirus dulcis,hypothetical protein,Acanthamoeba castellanii,"Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA viruses; Pandoravirus",Eukaryota; Longamoebia; Acanthamoebidae; Acanthamoeba
-46.0,0.16304347826086957,YP_001285667.1,Aeromonas virus phiO18P,putative tail fiber assembly protein,Aeromonas media,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Peduovirinae; Hp1virus",Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas
-31.0,0.21714285714285714,YP_002014285.1,Mycobacterium virus Boomer,hypothetical protein,Mycolicibacterium smegmatis MC2 155,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Che8virus",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium
-38.0,0.18232044198895028,AFK13432.1,Yersinia phage YpP-R,tail fiber protein / T7-like tail tubular protein B,Yersinia pestis,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus; unclassified T7virus; Yersinia phage phiA1122",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia pseudotuberculosis complex
